N,P,K,temperature,humidity,rainfall,ph,label
88.36,31.62,90.97,15.03,52.17,1051.03,6.18,apple
57.89,47.39,56.99,22.13,58.27,1041.16,5.98,apple
51.87,39.78,74.65,20.56,50.12,1137.82,6.41,apple
73.97,47.99,89.46,20.63,68.12,1245.7,6.06,apple
55.53,46.62,51.87,18.79,67.69,1125.23,5.56,apple
99.83,57.05,59.63,15.58,54.2,1019.2,5.81,apple
84.06,45.5,83.68,17,67.15,1061.45,6.33,apple
74.38,23.57,99.89,17.93,60.41,1043.16,6.42,apple
84.86,51.02,70.26,22.88,56.66,1121.8,6.45,apple
79.54,21.46,61.23,23.42,51.53,1169.99,5.97,apple
51.8,38.99,70.63,19.15,69.15,1204.17,5.81,apple
61.29,31.92,89.74,24.97,53.72,1242.5,5.98,apple
83.68,21.85,57.56,15.53,69.52,1062.72,5.9,apple
53.65,47.5,99.54,18.94,57.2,1154.79,5.66,apple
73.94,53.79,99.01,24.92,66.21,1232.42,6.32,apple
76.8,31.8,81.4,19.61,55.62,1033.65,6.38,apple
98.34,34.76,67.75,23.61,69.23,1056.09,6.17,apple
78.95,40.58,56.56,23.59,56.08,1040.7,5.85,apple
85.25,41.5,92.77,22.72,56.62,1134.63,6.05,apple
58.67,55.53,98.27,21.53,61.48,1077.79,6.5,apple
72.54,39.11,68.68,20.97,58.39,1095.85,6.19,apple
52.2,56.09,89.68,22.16,57.71,1061.59,6.14,apple
92.93,22.76,64.64,22.99,68.51,1120.34,6.27,apple
97.97,39.02,68.88,22.18,67.49,1190.63,6.45,apple
71.65,35.9,69.2,19.37,67.07,1170.72,5.6,apple
63.81,38.97,51.32,20.64,60.43,1187.27,5.61,apple
94.06,46.26,68.28,19.09,69.35,1166.29,6.12,apple
90.99,59.13,77.67,18.05,50.22,1122.7,6.42,apple
57.62,53.18,62.3,23.52,67.68,1023.68,6.09,apple
78.17,26.03,53.51,18.1,55.46,1145.79,6.42,apple
58.07,28.73,92.75,18.11,57.68,1058.99,6.15,apple
82.97,21.12,59.62,15.21,55.53,1223.63,6.29,apple
91.75,26.52,84.54,18.87,59.46,1120.32,6.17,apple
54.04,25.45,62.94,22.44,61.49,1229.36,5.71,apple
59.66,30.72,68.49,20.08,52.32,1031.95,5.82,apple
50,28.15,72.98,20.98,63.21,1019.94,6.27,apple
85.93,55.24,79.72,18.32,66.52,1136.4,6.15,apple
57.84,46.95,56.45,22.64,60.34,1129.56,6.26,apple
58.83,23.95,85.9,17.59,61.05,1167.53,5.93,apple
50.19,36.13,72.51,24.03,63.12,1100.1,6.11,apple
76.39,58.75,51.21,24.14,62.84,1038.52,5.63,apple
83.71,40.3,80.75,17.5,68.97,1184.92,5.83,apple
58.1,26.02,80.35,23.21,60.21,1241.48,6.09,apple
75.12,36.07,54.61,24.46,51.98,1133.18,5.98,apple
98.05,34.97,80.65,22.64,67.43,1081.51,6.08,apple
54.08,28.57,73.36,16.93,50.8,1077.37,5.67,apple
78.31,25.63,93.54,17.73,53.2,1091.38,5.75,apple
57.58,43.75,77.61,21.8,69.41,1000.89,5.52,apple
51.17,31.06,51.28,19.66,53.2,1075.86,5.55,apple
79.99,37.39,75.09,22.04,61.72,1033.17,5.76,apple
78.6,49.45,54.4,19.32,54.69,1165.74,6.36,apple
62.9,23.65,67.51,22.89,67.67,1247.19,5.76,apple
74.76,48.91,95.32,20.07,51.59,1116.58,5.75,apple
89.9,47.9,93.32,16.86,64.77,1081.42,5.66,apple
99.96,31.09,75.2,20.06,54.17,1145.23,5.63,apple
62.45,28.13,80.48,23.66,53.73,1145.01,5.67,apple
72.86,38.67,73.44,23.82,50.09,1018.16,5.53,apple
52.42,23.32,50.52,15.54,55.22,1165.8,5.9,apple
79.32,23.2,86.2,19.43,63.84,1091.91,6.41,apple
71.44,29.82,59.21,19.01,65.12,1002.82,5.64,apple
61.87,57.3,50.19,21.13,59.36,1070.3,6.22,apple
60.84,20.2,69.09,20.08,53,1107.26,6.2,apple
56.72,41.85,70.5,22.92,69.73,1151.68,6.12,apple
86.85,58.56,64.99,19.23,58.88,1248.3,6.04,apple
